Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Pass_Att,Cmp%,PrgP,Carries,PrgC,TakeOns_Att,Succ,Match Report
Sat,Premier League,Matchweek 10,Away,D 1–1,Liverpool,Brighton,Y,RW,63,0,1,0,0,1,0,0,0,25,0,0,0,0.1,0.1,0.1,2,1,17,21,81.0,0,20,1,1,0,Match Report
Sun,Premier League,Matchweek 11,Home,W 4–0,Liverpool,Wolves,Y,RW,90,1,1,0,0,3,2,0,0,54,0,0,0,0.5,0.5,0.3,3,1,41,46,89.1,6,37,6,3,2,Match Report
Sun,Premier League,Matchweek 12,Away,D 1–1,Liverpool,Fulham,Y,RW,83,1,0,1,1,2,1,0,0,39,1,0,0,0.9,0.1,0.0,1,0,17,24,70.8,1,20,2,2,1,Match Report
Wed,Premier League,Matchweek 13,Home,W 2–1,Liverpool,Tottenham,Y,RW,90,1,0,0,0,4,4,0,0,69,2,0,1,0.2,0.2,0.1,1,0,41,53,77.4,6,46,2,3,1,Match Report
Sat,Premier League,Matchweek 14,Away,W 7–0,Liverpool,Crystal Palace,N,RW,34,2,1,0,0,2,2,0,0,33,1,0,0,0.1,0.1,0.3,2,1,29,29,100.0,3,15,2,0,0,Match Report
Sun,Premier League,Matchweek 15,Home,D 1–1,Liverpool,West Brom,Y,RW,90,0,0,0,0,3,0,0,0,68,0,0,0,0.1,0.1,0.0,1,0,53,58,91.4,5,36,1,1,1,Match Report
Wed,Premier League,Matchweek 16,Away,D 0–0,Liverpool,Newcastle Utd,Y,RW,89,0,0,0,0,2,1,0,0,29,0,0,0,0.9,0.9,0.0,2,0,19,23,82.6,0,14,3,1,1,Match Report
Mon,Premier League,Matchweek 17,Away,L 0–1,Liverpool,Southampton,Y,RW,90,0,0,0,0,2,0,0,0,30,1,0,0,0.3,0.3,0.1,2,0,12,21,57.1,3,18,1,3,2,Match Report
Sun,Premier League,Matchweek 19,Home,D 0–0,Liverpool,Manchester Utd,Y,RW,90,0,0,0,0,3,0,0,0,58,2,0,0,0.2,0.2,0.1,4,0,42,45,93.3,4,36,1,1,0,Match Report
Thu,Premier League,Matchweek 18,Home,L 0–1,Liverpool,Burnley,N,RW,34,0,0,0,0,2,1,0,0,33,0,0,0,0.1,0.1,0.1,2,0,21,27,77.8,3,33,4,0,0,Match Report
Thu,Premier League,Matchweek 20,Away,W 3–1,Liverpool,Tottenham,Y,RW,90,0,0,0,0,1,0,0,0,40,0,0,0,0.1,0.1,0.6,3,0,28,36,77.8,4,36,3,3,2,Match Report
Sun,Premier League,Matchweek 21,Away,W 3–1,Liverpool,West Ham,Y,"FW,RW",90,2,0,0,0,7,4,0,0,57,0,0,0,0.8,0.8,0.1,2,0,40,46,87.0,3,39,1,2,1,Match Report
Wed,Premier League,Matchweek 22,Home,L 0–1,Liverpool,Brighton,Y,RW,90,0,0,0,0,4,0,0,0,55,0,0,1,0.7,0.7,0.0,2,0,33,39,84.6,3,38,4,0,0,Match Report
Sun,Premier League,Matchweek 23,Home,L 1–4,Liverpool,Manchester City,Y,RW,90,1,0,1,1,1,0,0,0,38,0,0,0,0.8,0.1,0.0,2,1,27,31,87.1,5,26,2,1,0,Match Report
Sat,Premier League,Matchweek 24,Away,L 1–3,Liverpool,Leicester City,Y,RW,90,1,0,0,0,3,2,0,0,42,0,0,0,0.4,0.4,0.1,4,0,25,33,75.8,5,32,5,1,0,Match Report
Sat,Premier League,Matchweek 25,Home,L 0–2,Liverpool,Everton,Y,"RW,RM",90,0,0,0,0,1,1,0,0,54,1,0,0,0.4,0.4,0.0,2,0,35,46,76.1,6,40,1,3,2,Match Report
Sun,Premier League,Matchweek 26,Away,W 2–0,Liverpool,Sheffield Utd,Y,RW,90,0,0,0,0,3,1,0,0,50,0,0,0,0.8,0.8,0.0,3,0,37,41,90.2,3,40,2,2,2,Match Report
Thu,Premier League,Matchweek 29,Home,L 0–1,Liverpool,Chelsea,Y,RW,61,0,0,0,0,1,0,0,0,50,2,0,1,0.0,0.0,0.0,1,0,32,38,84.2,9,36,1,4,2,Match Report
Sun,Premier League,Matchweek 27,Home,L 0–1,Liverpool,Fulham,Y,FW,90,0,0,0,0,3,1,0,0,28,0,0,0,0.2,0.2,0.0,2,0,18,23,78.3,1,19,4,1,1,Match Report
Mon,Premier League,Matchweek 28,Away,W 1–0,Liverpool,Wolves,Y,RW,90,0,0,0,0,3,1,0,0,32,1,0,0,0.2,0.2,0.1,4,1,20,24,83.3,3,25,3,1,0,Match Report
Sat,Premier League,Matchweek 30,Away,W 3–0,Liverpool,Arsenal,Y,RW,90,1,0,0,0,5,2,0,0,53,0,0,0,0.8,0.8,0.3,3,2,32,42,76.2,4,36,2,1,0,Match Report
Sat,Premier League,Matchweek 31,Home,W 2–1,Liverpool,Aston Villa,Y,RW,90,1,0,0,0,7,2,0,0,56,0,0,0,1.1,1.1,0.0,5,0,35,42,83.3,4,38,4,1,0,Match Report
Mon,Premier League,Matchweek 32,Away,D 1–1,Liverpool,Leeds United,N,"FW,RW",20,0,0,0,0,2,0,0,0,12,0,0,0,0.1,0.1,0.0,1,0,3,6,50.0,0,9,1,1,0,Match Report
Sat,Premier League,Matchweek 33,Home,D 1–1,Liverpool,Newcastle Utd,Y,RM,90,1,0,0,0,3,2,0,0,54,0,0,1,0.7,0.7,0.3,5,0,35,43,81.4,6,33,3,2,0,Match Report
Sat,Premier League,Matchweek 35,Home,W 2–0,Liverpool,Southampton,Y,RW,86,0,1,0,0,4,2,0,0,41,1,1,0,0.5,0.5,0.6,3,1,23,29,79.3,1,28,5,3,1,Match Report
Thu,Premier League,Matchweek 34,Away,W 4–2,Liverpool,Manchester Utd,Y,RW,89,1,0,0,0,4,1,0,0,36,0,0,0,0.7,0.7,0.1,6,0,23,26,88.5,3,26,5,0,0,Match Report
Sun,Premier League,Matchweek 36,Away,W 2–1,Liverpool,West Brom,Y,RW,90,1,0,0,0,4,3,0,0,43,0,0,0,0.3,0.3,0.2,5,0,27,37,73.0,3,29,4,1,1,Match Report
Wed,Premier League,Matchweek 37,Away,W 3–0,Liverpool,Burnley,Y,RW,90,0,0,0,0,4,0,0,0,43,0,0,0,0.9,0.9,0.5,5,0,22,28,78.6,2,29,4,3,1,Match Report
Sun,Premier League,Matchweek 38,Home,W 2–0,Liverpool,Crystal Palace,Y,RW,90,0,1,0,0,6,2,0,0,51,0,0,2,0.5,0.5,0.1,4,1,23,31,74.2,5,36,4,3,0,Match Report
Sat,Premier League,Matchweek 1,Away,W 3–0,Liverpool,Norwich City,Y,RW,90,1,2,0,0,5,2,0,0,35,0,0,0,0.3,0.3,0.7,4,2,17,24,70.8,4,19,3,3,2,Match Report
Sat,Premier League,Matchweek 2,Home,W 2–0,Liverpool,Burnley,Y,RW,90,0,0,0,0,5,1,0,0,42,0,0,0,0.4,0.4,0.1,7,0,26,31,83.9,2,33,6,4,2,Match Report
Sat,Premier League,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,Y,RW,90,1,0,1,1,2,1,0,0,56,0,0,0,1.1,0.3,0.2,7,0,37,45,82.2,2,35,3,4,2,Match Report
Sun,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,Y,RW,90,1,0,0,0,3,1,0,0,47,1,0,0,0.9,0.9,0.8,9,0,25,34,73.5,6,34,5,3,0,Match Report
Sat,Premier League,Matchweek 5,Home,W 3–0,Liverpool,Crystal Palace,Y,RW,90,1,0,0,0,6,5,1,0,57,0,0,0,0.5,0.5,0.2,4,1,34,44,77.3,7,46,1,5,3,Match Report
Sat,Premier League,Matchweek 6,Away,D 3–3,Liverpool,Brentford,Y,"RW,FW",90,1,0,0,0,3,1,0,0,51,0,1,0,1.6,1.6,0.0,5,1,27,41,65.9,4,33,4,4,2,Match Report
Sun,Premier League,Matchweek 7,Home,D 2–2,Liverpool,Manchester City,Y,RW,90,1,1,0,0,3,1,0,0,40,4,1,0,0.2,0.2,0.6,5,4,17,21,81.0,5,26,5,8,5,Match Report
Sat,Premier League,Matchweek 8,Away,W 5–0,Liverpool,Watford,Y,RW,90,1,1,0,0,5,3,0,0,63,0,0,0,0.3,0.3,0.3,6,3,42,52,80.8,5,35,6,4,3,Match Report
Sun,Premier League,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,Y,RW,90,3,1,0,0,7,4,0,0,57,0,0,0,1.3,1.3,0.7,3,2,44,48,91.7,6,40,5,1,0,Match Report
Sat,Premier League,Matchweek 10,Home,D 2–2,Liverpool,Brighton,Y,RW,90,0,1,0,0,2,1,0,0,42,0,0,0,0.1,0.1,0.6,3,1,22,32,68.8,6,18,6,3,3,Match Report
Sun,Premier League,Matchweek 11,Away,L 2–3,Liverpool,West Ham,Y,RW,90,0,1,0,0,2,0,0,0,45,0,0,0,0.1,0.1,0.2,5,1,26,33,78.8,2,30,2,6,2,Match Report
Sat,Premier League,Matchweek 12,Home,W 4–0,Liverpool,Arsenal,Y,RW,90,1,0,0,0,4,2,0,0,49,0,0,0,1.3,1.3,0.2,3,1,27,33,81.8,1,26,6,7,1,Match Report
Sat,Premier League,Matchweek 13,Home,W 4–0,Liverpool,Southampton,Y,RW,90,0,1,0,0,4,0,0,0,46,0,0,0,0.1,0.1,0.9,2,1,20,31,64.5,5,28,5,2,0,Match Report
Wed,Premier League,Matchweek 14,Away,W 4–1,Liverpool,Everton,Y,RW,90,2,0,0,0,5,3,0,0,54,1,0,1,1.4,1.4,0.0,3,0,34,40,85.0,6,39,5,3,0,Match Report
Sat,Premier League,Matchweek 15,Away,W 1–0,Liverpool,Wolves,Y,RW,89,0,1,0,0,2,1,0,0,42,0,1,0,0.2,0.2,0.5,3,1,20,29,69.0,1,26,1,2,1,Match Report
Sat,Premier League,Matchweek 16,Home,W 1–0,Liverpool,Aston Villa,Y,RW,90,1,0,1,1,5,1,0,0,47,1,0,0,1.1,0.3,0.0,1,1,21,32,65.6,3,34,7,9,4,Match Report
Thu,Premier League,Matchweek 17,Home,W 3–1,Liverpool,Newcastle Utd,Y,RW,73,1,0,0,0,4,1,0,0,49,0,0,0,0.7,0.7,0.2,4,0,31,42,73.8,4,36,6,2,1,Match Report
Sun,Premier League,Matchweek 18,Away,D 2–2,Liverpool,Tottenham,Y,"RW,FW",90,0,0,0,0,2,0,0,0,36,2,0,0,0.1,0.1,0.1,4,0,20,28,71.4,1,23,4,0,0,Match Report
Tue,Premier League,Matchweek 20,Away,L 0–1,Liverpool,Leicester City,Y,RW,90,0,0,0,1,4,1,0,0,51,0,1,0,1.1,0.1,0.1,6,0,30,37,81.1,4,31,1,8,6,Match Report
Sun,Premier League,Matchweek 21,Away,D 2–2,Liverpool,Chelsea,Y,RW,90,1,0,0,0,4,3,0,0,39,0,1,0,0.5,0.5,0.2,4,0,27,30,90.0,2,25,1,3,1,Match Report
Thu,Premier League,Matchweek 24,Home,W 2–0,Liverpool,Leicester City,N,RW,31,0,0,0,0,4,3,0,0,23,0,0,0,0.5,0.5,0.1,5,0,13,16,81.3,1,12,2,5,2,Match Report
Sun,Premier League,Matchweek 25,Away,W 1–0,Liverpool,Burnley,Y,RW,90,0,0,0,0,1,0,0,0,42,1,1,2,0.2,0.2,0.0,2,0,20,30,66.7,2,21,1,2,1,Match Report
Sat,Premier League,Matchweek 26,Home,W 3–1,Liverpool,Norwich City,Y,"RW,RM",90,1,0,0,0,8,2,0,0,62,1,0,0,1.1,1.1,0.7,14,0,36,46,78.3,4,43,10,7,4,Match Report
Wed,Premier League,Matchweek 19,Home,W 6–0,Liverpool,Leeds United,Y,RW,90,2,1,2,2,4,1,0,0,66,0,0,0,2.5,0.9,0.5,5,3,46,52,88.5,11,49,5,4,0,Match Report
Sat,Premier League,Matchweek 28,Home,W 1–0,Liverpool,West Ham,Y,RW,78,0,0,0,0,6,3,0,0,57,0,0,0,0.7,0.7,0.1,4,0,33,42,78.6,4,43,2,3,1,Match Report
Sat,Premier League,Matchweek 29,Away,W 2–0,Liverpool,Brighton,Y,RW,64,1,0,1,1,6,2,0,0,27,0,0,0,1.4,0.6,0.2,6,0,11,17,64.7,1,14,2,2,2,Match Report
Wed,Premier League,Matchweek 27,Away,W 2–0,Liverpool,Arsenal,N,RW,35,0,0,0,0,3,0,0,0,21,0,0,0,0.2,0.2,0.0,2,0,10,16,62.5,1,10,1,1,0,Match Report
Sat,Premier League,Matchweek 31,Home,W 2–0,Liverpool,Watford,Y,RW,68,0,0,0,0,3,0,0,0,42,2,0,0,0.1,0.1,0.0,1,0,22,27,81.5,2,32,2,4,1,Match Report
Sun,Premier League,Matchweek 32,Away,D 2–2,Liverpool,Manchester City,Y,RW,90,0,1,0,0,1,0,0,0,41,3,0,0,0.1,0.1,0.9,3,1,20,24,83.3,4,32,4,5,2,Match Report
Tue,Premier League,Matchweek 30,Home,W 4–0,Liverpool,Manchester Utd,Y,RW,90,2,1,0,0,4,2,0,0,61,1,0,2,0.8,0.8,0.5,1,1,35,44,79.5,2,48,2,2,0,Match Report
Sun,Premier League,Matchweek 34,Home,W 2–0,Liverpool,Everton,Y,RW,90,0,1,0,0,2,0,0,0,72,0,0,1,0.2,0.2,0.3,4,1,42,56,75.0,8,48,6,5,1,Match Report
Sat,Premier League,Matchweek 35,Away,W 1–0,Liverpool,Newcastle Utd,N,RW,22,0,0,0,0,2,1,0,0,14,0,0,0,0.1,0.1,0.0,1,0,7,8,87.5,2,7,0,1,0,Match Report
Sat,Premier League,Matchweek 36,Home,D 1–1,Liverpool,Tottenham,Y,"RW,RM",90,0,0,0,0,3,0,0,0,44,0,0,0,0.4,0.4,0.1,2,0,20,32,62.5,2,35,5,1,1,Match Report
Tue,Premier League,Matchweek 33,Away,W 2–1,Liverpool,Aston Villa,N,RW,19,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.0,1,0,5,8,62.5,0,7,0,1,0,Match Report
Sun,Premier League,Matchweek 38,Home,W 3–1,Liverpool,Wolves,N,RW,33,1,0,0,0,8,3,0,0,20,0,0,1,1.0,1.0,0.0,2,0,8,11,72.7,2,12,1,0,0,Match Report
Sat,Premier League,Matchweek 1,Away,D 2–2,Liverpool,Fulham,Y,RW,90,1,0,0,0,2,1,0,0,47,0,1,0,0.4,0.4,0.1,2,0,24,34,70.6,6,31,4,6,2,Match Report
Mon,Premier League,Matchweek 2,Home,D 1–1,Liverpool,Crystal Palace,Y,"RW,FW",90,0,0,0,0,3,1,0,0,51,0,0,0,0.3,0.3,0.8,9,0,27,35,77.1,9,37,0,6,1,Match Report
Mon,Premier League,Matchweek 3,Away,L 1–2,Liverpool,Manchester Utd,Y,RW,90,1,0,0,0,3,1,0,0,35,1,0,0,0.3,0.3,0.3,7,0,16,26,61.5,0,26,3,4,2,Match Report
Sat,Premier League,Matchweek 4,Home,W 9–0,Liverpool,Bournemouth,Y,RW,90,0,0,0,0,4,1,0,0,53,0,0,1,1.2,1.2,0.1,3,1,31,39,79.5,7,39,7,3,0,Match Report
Wed,Premier League,Matchweek 5,Home,W 2–1,Liverpool,Newcastle Utd,Y,RW,90,0,2,0,0,2,0,0,0,33,0,0,0,0.2,0.2,0.4,7,2,21,24,87.5,4,20,4,6,3,Match Report
Sat,Premier League,Matchweek 6,Away,D 0–0,Liverpool,Everton,Y,RW,90,0,0,0,0,3,1,0,0,39,2,0,0,0.2,0.2,0.2,4,0,18,28,64.3,3,26,3,2,1,Match Report
Sat,Premier League,Matchweek 9,Home,D 3–3,Liverpool,Brighton,Y,"RW,RM",90,0,1,0,0,5,2,0,0,38,0,0,0,0.6,0.6,0.1,2,1,16,21,76.2,4,19,4,4,1,Match Report
Sun,Premier League,Matchweek 10,Away,L 2–3,Liverpool,Arsenal,Y,RW,68,0,0,0,0,1,0,0,0,23,0,0,1,0.1,0.1,0.0,2,0,17,19,89.5,1,12,2,3,2,Match Report
Sun,Premier League,Matchweek 11,Home,W 1–0,Liverpool,Manchester City,Y,FW,89,1,0,0,0,3,1,0,0,26,0,1,0,0.9,0.9,0.0,0,0,11,14,78.6,1,17,4,1,0,Match Report
Wed,Premier League,Matchweek 12,Home,W 1–0,Liverpool,West Ham,Y,"RM,FW",90,0,0,0,0,6,2,0,0,46,0,0,1,0.4,0.4,0.0,4,0,27,30,90.0,4,35,2,5,1,Match Report
Sat,Premier League,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,Y,FW,90,0,0,0,0,4,2,0,0,17,0,0,0,0.3,0.3,0.1,0,0,5,7,71.4,0,17,0,0,0,Match Report
Sat,Premier League,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,Y,FW,90,1,0,0,0,7,3,0,0,48,0,0,0,0.8,0.8,0.2,7,1,22,32,68.8,4,31,2,7,2,Match Report
Sun,Premier League,Matchweek 15,Away,W 2–1,Liverpool,Tottenham,Y,FW,89,2,0,0,0,3,3,0,0,56,1,0,1,0.7,0.7,0.0,0,0,32,39,82.1,2,39,2,2,0,Match Report
Sat,Premier League,Matchweek 16,Home,W 3–1,Liverpool,Southampton,Y,RW,90,0,0,0,0,4,2,0,0,37,1,0,1,0.8,0.8,0.0,5,2,14,25,56.0,2,29,2,4,2,Match Report
Mon,Premier League,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,Y,"RW,FW",90,1,1,0,0,3,2,0,0,41,0,0,0,0.8,0.8,0.4,7,1,23,30,76.7,1,22,3,2,0,Match Report
Fri,Premier League,Matchweek 18,Home,W 2–1,Liverpool,Leicester City,Y,RW,90,0,0,0,0,4,2,0,0,25,2,1,1,1.0,1.0,0.1,5,0,10,14,71.4,2,13,1,2,1,Match Report
Mon,Premier League,Matchweek 19,Away,L 1–3,Liverpool,Brentford,Y,RW,90,0,0,0,0,1,0,0,0,44,0,0,0,0.1,0.1,0.8,4,0,27,38,71.1,4,34,2,2,1,Match Report
Sat,Premier League,Matchweek 20,Away,L 0–3,Liverpool,Brighton,Y,"FW,RW",90,0,0,0,0,1,0,0,0,36,1,1,2,0.0,0.0,0.1,1,0,16,20,80.0,4,22,2,0,0,Match Report
Sat,Premier League,Matchweek 21,Home,D 0–0,Liverpool,Chelsea,Y,RW,90,0,0,0,0,1,0,0,0,45,2,0,3,0.1,0.1,0.1,5,0,26,33,78.8,4,25,3,4,2,Match Report
Sat,Premier League,Matchweek 22,Away,L 0–3,Liverpool,Wolves,Y,"RW,FW",90,0,0,0,0,2,0,0,0,38,1,0,0,0.2,0.2,0.0,0,0,21,29,72.4,4,23,1,1,0,Match Report
Mon,Premier League,Matchweek 23,Home,W 2–0,Liverpool,Everton,Y,RW,89,1,0,0,0,6,3,0,0,54,1,0,0,1.1,1.1,0.0,5,2,31,36,86.1,3,39,7,7,3,Match Report
Sat,Premier League,Matchweek 24,Away,W 2–0,Liverpool,Newcastle Utd,Y,RW,90,0,1,0,0,2,1,0,0,32,0,0,1,0.2,0.2,0.3,4,2,19,24,79.2,5,19,3,2,0,Match Report
Sat,Premier League,Matchweek 25,Away,D 0–0,Liverpool,Crystal Palace,Y,RW,90,0,0,0,0,3,1,0,0,31,0,0,0,0.1,0.1,0.3,4,0,19,26,73.1,2,22,1,2,2,Match Report
Wed,Premier League,Matchweek 7,Home,W 2–0,Liverpool,Wolves,Y,RW,90,1,0,0,0,2,1,0,0,35,0,0,0,0.7,0.7,0.2,2,0,20,26,76.9,3,25,5,4,2,Match Report
Sun,Premier League,Matchweek 26,Home,W 7–0,Liverpool,Manchester Utd,Y,RW,90,2,2,0,0,3,2,1,0,53,1,0,3,0.7,0.7,0.6,6,3,24,34,70.6,7,41,2,4,1,Match Report
Sat,Premier League,Matchweek 27,Away,L 0–1,Liverpool,Bournemouth,Y,RW,90,0,0,0,1,1,1,0,0,39,0,0,1,0.9,0.1,0.0,3,0,24,33,72.7,5,25,1,2,1,Match Report
Sat,Premier League,Matchweek 29,Away,L 1–4,Liverpool,Manchester City,Y,RW,69,1,0,0,0,2,1,1,0,17,0,0,1,0.2,0.2,0.1,2,0,10,13,76.9,2,8,4,0,0,Match Report
Tue,Premier League,Matchweek 8,Away,D 0–0,Liverpool,Chelsea,N,RW,26,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,0,0,7,10,70.0,1,9,1,1,1,Match Report
Sun,Premier League,Matchweek 30,Home,D 2–2,Liverpool,Arsenal,Y,RW,90,1,0,0,1,9,3,0,0,67,1,0,1,2.1,1.4,0.4,3,0,30,39,76.9,7,34,4,7,0,Match Report
Mon,Premier League,Matchweek 31,Away,W 6–1,Liverpool,Leeds United,Y,RW,80,2,0,0,0,3,2,0,0,62,0,0,0,0.7,0.7,0.0,2,1,42,54,77.8,3,53,3,3,1,Match Report
Sat,Premier League,Matchweek 32,Home,W 3–2,Liverpool,Nott'ham Forest,Y,RW,90,1,0,0,0,3,1,0,0,63,0,0,1,0.4,0.4,0.1,4,1,43,52,82.7,9,38,7,4,1,Match Report
Wed,Premier League,Matchweek 33,Away,W 2–1,Liverpool,West Ham,Y,RW,90,0,0,0,0,3,0,0,0,52,1,0,0,0.1,0.1,0.0,5,0,38,45,84.4,6,41,3,1,1,Match Report
Sun,Premier League,Matchweek 34,Home,W 4–3,Liverpool,Tottenham,Y,RW,90,1,0,1,1,2,0,0,0,56,2,0,0,0.9,0.1,0.0,3,2,36,41,87.8,7,38,4,9,3,Match Report
Wed,Premier League,Matchweek 28,Home,W 1–0,Liverpool,Fulham,Y,RW,83,1,0,1,1,2,0,0,0,67,1,0,0,1.2,0.4,0.2,4,0,41,57,71.9,4,41,2,5,5,Match Report
Sat,Premier League,Matchweek 35,Home,W 1–0,Liverpool,Brentford,Y,RW,90,1,0,0,0,3,2,0,0,56,0,1,0,1.0,1.0,0.2,7,0,34,46,73.9,6,38,2,3,2,Match Report
Mon,Premier League,Matchweek 36,Away,W 3–0,Liverpool,Leicester City,Y,RW,87,0,3,0,0,5,1,0,0,52,1,0,0,0.9,0.9,0.9,4,3,31,40,77.5,6,41,5,2,0,Match Report
Sat,Premier League,Matchweek 37,Home,D 1–1,Liverpool,Aston Villa,Y,RW,90,0,1,0,0,2,1,0,0,48,0,0,1,0.1,0.1,0.4,2,1,22,34,64.7,2,38,6,8,2,Match Report
Sun,Premier League,Matchweek 38,Away,D 4–4,Liverpool,Southampton,Y,"RW,RM",90,0,1,0,0,8,1,0,0,60,2,0,1,1.2,1.2,0.2,6,1,27,38,71.1,5,40,9,6,4,Match Report
