Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Pass_Att,Cmp%,PrgP,Carries,PrgC,TakeOns_Att,Succ,Player,TeamGoals,OpponentGoals,Win,Draw,Loss,TotalGoals
Away,Arsenal,Leicester City,N,DM,25,0,0,0,0,2,1,29,1,0,2,0.0,0.0,0.0,2,0,19,23,82.6,2,9,1,0,0,Thomas-Partey,3,1,1,0,0,4
Away,Arsenal,Burnley,Y,DM,79,0,0,0,0,1,0,79,2,0,1,0.1,0.1,0.0,0,0,56,67,83.6,3,43,3,0,0,Thomas-Partey,1,1,0,1,0,2
Home,Arsenal,Tottenham,Y,DM,90,0,0,0,0,2,0,71,3,1,0,0.1,0.1,0.0,2,0,51,64,79.7,8,39,2,3,2,Thomas-Partey,2,1,1,0,0,3
Away,Arsenal,West Ham,Y,DM,90,0,0,0,0,2,0,100,2,2,0,0.0,0.0,0.0,2,0,81,89,91.0,18,82,1,1,1,Thomas-Partey,3,3,0,1,0,6
Home,Arsenal,Liverpool,Y,DM,90,0,0,0,0,1,0,60,3,4,0,0.0,0.0,0.0,0,0,40,50,80.0,2,32,1,2,2,Thomas-Partey,0,3,0,0,1,3
Away,Arsenal,Sheffield Utd,Y,DM,90,0,1,0,0,1,0,77,0,0,1,0.0,0.0,0.3,1,1,61,73,83.6,4,57,1,2,2,Thomas-Partey,3,0,1,0,0,3
Home,Arsenal,Fulham,N,DM,23,0,0,0,0,0,0,23,3,0,0,0.0,0.0,0.0,0,0,17,21,81.0,3,11,1,0,0,Thomas-Partey,1,1,0,1,0,2
Home,Arsenal,Everton,Y,DM,90,0,0,0,0,3,0,98,2,2,3,0.1,0.1,0.1,3,0,80,90,88.9,11,46,0,0,0,Thomas-Partey,0,1,0,0,1,1
Away,Arsenal,Newcastle Utd,N,CM,6,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,17,82.4,2,11,0,0,0,Thomas-Partey,2,0,1,0,0,2
Home,Arsenal,West Brom,N,DM,15,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,14,16,87.5,0,12,0,0,0,Thomas-Partey,3,1,1,0,0,4
Away,Arsenal,Chelsea,Y,CM,90,0,0,0,0,0,0,54,5,3,1,0.0,0.0,0.0,1,0,32,37,86.5,3,32,2,1,1,Thomas-Partey,1,0,1,0,0,1
Away,Arsenal,Crystal Palace,Y,DM,77,0,0,0,0,1,0,85,2,2,1,0.0,0.0,0.0,1,0,66,77,85.7,8,60,1,1,1,Thomas-Partey,3,1,1,0,0,4
Home,Arsenal,Brighton,Y,DM,90,0,0,0,0,4,1,78,2,1,1,0.2,0.2,0.0,3,0,59,64,92.2,6,63,2,2,2,Thomas-Partey,2,0,1,0,0,2
Home,Arsenal,Norwich City,N,DM,29,0,0,0,0,1,0,19,1,1,1,0.0,0.0,0.0,0,0,10,14,71.4,2,12,0,0,0,Thomas-Partey,1,0,1,0,0,1
Away,Arsenal,Burnley,Y,DM,74,0,0,0,0,3,0,66,0,0,0,0.1,0.1,0.0,4,0,46,55,83.6,7,29,2,1,1,Thomas-Partey,1,0,1,0,0,1
